ano,sentenca,cluster
1380,tomemos este homem por senhor alcemolo por rey,3
1380,ca bem vos diz o conde ca nam he homem mais theudo ainda q ſeja a deus ca lhe pedir perdam quando er ra pois vollo elle pede,3
1380,po ſtoque aβaz ja falado foſſe em ello quanto a mi parece o que jaa dito hey que vos lhe deueis inuiar voβo recado frontardeslhe que o nao faça elle homem de rezam he creo que o nao fara quando lho vos aſſi mandardes requerer,3
1380,e nao haueis hora do deſ ſe homem que ahi jaz aſſi morto tam deshonradamente,0
1380,o conde iohao fernandez jouueally mor to cuberto com hum tapete velho que nenhum nao ouzaua poer em ello mao pera o ſoterrar e elle jazia veſtido ataquado hum gibao vermelho hũa atabarda de fino panno preto co alhetos mangas muy bem fey to corpo de homem ataa idade de corebta abbism depois que foy bem noite mandouo a rai nha ſoterrar mais eſcuſamente q ſer pode na igreja de sam marti nho que he logo junto partio ſe eſſa noite dally foyſe pera alcaceua pera outros paços que alaa tinha,2
1380,que nao erra nao tem que pedir perdao eu pois vos errey he rezao que vo lo peça como quer que deus ſabe que minha entençao nao foy devos errar nem fazer nojo nem deſpra zer mas porque esta couſa que eu fiz ſe me azou de ſer feita em voſ ſos paços porem vos peo por mer ce que me perdoeis ca este homem que matey nao o fiz por vos fazer nojo nem deshonra mas fizeo por ſegurança de minha vida ca en tendia que em quanto elle viueſſe que a minha vida nao ſeria ſegura polo eu matar em voβos paços deſto vos peço eu perdao nam_ de outra couſa ca a morte que lhe eu dey deus he ſabedor de todas as couſas ſabe bem,3
1380,tomemos eſte homem por defen ſor ca ſua diſcriçao fortale za he tanta que bastara pera_ empuxar todolos perigos que_ nos auir podem,3
1380,e pel la grande nomeada que pella ci dade auia deſtefrey iohao da bar roca aſſi de ſua honeſta vida co mo de boos conſelhos que daua a algũs que o hiao viſitar foy o meſtre falar com elle eſta fala dizem algũs que foy a requeri mento do homem boo com o qual falara aluoro paez fazen dolhe queixumecomo ſe o me ſtre queria ir que elle lhe diſſe qye todauia conſelhaſſe ao me ſtrequer nao partiſſe ca a deos prazia de elle ſer regedor deſta terra senhor della,0
1380,deshi o caſtello da cida de que era contra elle ſer logo to mado que ſeria muy graue de fa zer tam apreſſa aſſi que eſtas todalas outras contrarias rezoens que o meſtre entendeo que tal feito embargar podiao contou pello miude ao homem boo elle a todas reſpondeo de guiſa q o meſtre folgou muito com ſua repoſta poendolhe grande eſfor ço em elles dizendolhe todauia que ſe nao foſſe do reynoco meçaſſe de ſeguir ſeu feito com ardideza de coraçao a deus prazia de elle ſer rey senhor delle ſeus filhos depois de ſua morte que pera tomar o ca ſtello da cidade fizeſſe hum arti,3
1380,o meſtre quando eſto ouuio marauilhandoſe das pala uras do homem boo começa do de cobrar esforço partioſe en tonces dante elle aſſaz cuidado ſo de ſua fazenda,2
