ano,sentenca,cluster
1802,nao posso deixar de mencionar aqui as poucas pessoas que honraram a memoria de o meu ilustre parente nao receando comprometer se quando ser amigo de o marques de alorna era um verdadeiro comprometimento,5
1802,parente conde de sabugal o brilhantissimo de a musica de o famoso corpo de a legiao a quantidade de homens de forcado com as libres de os diferentes fidalgos que figuravam em a festa e o magnifico baile com que ela findou trajando tanto as senhoras como os homens o vestuario andaluz tudo concorria para que tao magnifica funçao se gravasse perpetuamente em a memoria,5
1802,circunstancia que me ficou sempre gravada em a memoria e a meu irmao e levantando se de a mesa de muito mau humor disse algumas palavras em voz baixa a minhas tias e saiu de a casa de jantar onde ficamos todos ainda por algum tempo,5
1802,este espetaculo ficou profundamente gravado em a nossa memoria apesar de eu ter apenas cinco anos e meu irmao nao ter ainda quatro,2
1802,foi por este tempo segundo a minha memoria que principiei a ouvir falar em a saida de o principe regente de este reino ouvindo dizer a minhas tias e a a familia que o principe partia com brevidade para a ilha de a madeira outros diziam que para o brasil e discutindo se a posiçao em que nos ficavamos partindo a corte e o nosso tutor para fora de o reino,5
1802,magoou me e revoltou me aquele escrito mesmo porque entre aqueles fidalgos havia muitos parentes e amigos meus de quem respeitava a memoria e disse comigo eu podia em represalia publicar tambem uma biografia e escolher a de a familia de o jovem literato podia dizer de seu pai e tio que eu conheci e que muita pretensao tinham a fidalgos nao sei se bem fundada que eles eram os mais servis sevandijas de as casas de esses fidalgos que ele agora injuria e que foram comensais,5
1802,o general caronbert era um velho militar de a escola alema disciplinador com uma memoria prodigiosa e ja muito rabugento por a sua avançada idade,3
1802,tinha uma fisionomia de santo que ainda hoje me esta impressa em a memoria,5
1812,o tempo nao vos sabera dizer apelai para vossas lembranças fatigai vossa memoria chamai as vossas recordaçoes e procurai saber o que fizestes dos ossos vinte aos trinta ou ainda trinta e cinco anos,3
1812,foi tao virtuosa tao boa o meu coraçao nao tem uma lagrima para dar a sua memoria,4
1812,e quando guarde em sua memoria se lhe for fiel as notas que em meu rosto conheceu no tempo de sua infancia essas notas fugiram com a minha alegria,2
1815,character beneficiado com a estampa da memoria na mao esta muito natural,0
1815,chovem sobre a praça flores e papeis impressos entre estes a estampa da memoria,5
1815,o mundo da tanta volta baixo ja viram os pasquins fitos a memoria,3
1815,vaise descobrir a memoria,0
1815,entram pela esquerda vem proximo a boca do teatro voltam a esquerda e defronte da memoria abrem alas caminhando direitos a mesma,5
1815,character mariazinha mas como os tolos sao tantos a memoria character dom braz e tu sempre com o tal belzebu de memoria,4
1815,character dom braz pois sem memoria pode haver festas,0
1815,character dom braz é que a memoria nao se fez nao se faz nem se hade fazer,0
